term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
2032 4th street northwest	unmatched	False	False	False	0	0	0	0
204 E. Thorn St.	unmatched	False	False	False	0	0	0	0
204 Maxon St.	unmatched	False	False	False	0	0	0	0
2041 Euclid Ave.	unmatched	False	False	False	0	0	0	0
2045 W. Main St.	unmatched	False	False	False	0	0	0	0
205 Conifer Drive	unmatched	False	False	False	0	0	0	0
205 S. Bozeman	unmatched	False	False	False	0	0	0	0
205 South Seventh Street	unmatched	False	False	False	0	0	0	0
206 Forest ave.	unmatched	False	False	False	0	0	0	0
206 Tredale Rd	unmatched	False	False	False	0	0	0	0
206 West 29th place	unmatched	False	False	False	0	0	0	0
207 Mill St.	unmatched	False	False	False	0	0	0	0
207 Oglethorpe Avenue	unmatched	False	False	False	0	0	0	0
208 Hillcrest Circle	unmatched	False	False	False	0	0	0	0
208 Liberty street	unmatched	False	False	False	0	0	0	0
209 Dow street	unmatched	False	False	False	0	0	0	0
209 North Ave.	unmatched	False	False	False	0	0	0	0
21 N. Morgantown St.	unmatched	False	False	False	0	0	0	0
21 N. Pelham St.	unmatched	False	False	False	0	0	0	0
21 Rhode Island Avenue N.W.	unmatched	False	False	False	0	0	0	0
210 Bradshaw	unmatched	False	False	False	0	0	0	0
210 East 11th St.	unmatched	False	False	False	0	0	0	0
210 East Fairview Avenue	unmatched	False	False	False	0	0	0	0
210 Paris avenue	unmatched	False	False	False	0	0	0	0
2102 Fifth avenue	unmatched	False	False	False	0	0	0	0
2103 South Limit Avenue	unmatched	False	False	False	0	0	0	0
2108 Jackson Sr.	unmatched	False	False	False	0	0	0	0
2109 La Fayette Circle	unmatched	False	False	False	0	0	0	0
211 Yeager St.	unmatched	False	False	False	0	0	0	0
2110 Avenue F	unmatched	False	False	False	0	0	0	0
2111 South Sixth Street	unmatched	False	False	False	0	0	0	0
2112 Highland St	unmatched	False	False	False	0	0	0	0
2116 Sixth St. NW	unmatched	False	False	False	0	0	0	0
2119 Ramsey	unmatched	False	False	False	0	0	0	0
212 East Boyd Street	unmatched	False	False	False	0	0	0	0
212 W. Vernon	unmatched	False	False	False	0	0	0	0
212 Walnut Street	unmatched	False	False	False	0	0	0	0
212 West Doty street	unmatched	False	False	False	0	0	0	0
21221 Dettmering	unmatched	False	False	False	0	0	0	0
2125 Bolivar	unmatched	False	False	False	0	0	0	0
2126 S. Wall St.	unmatched	False	False	False	0	0	0	0
213 N. Madison St.	unmatched	False	False	False	0	0	0	0
214 Carter St.	unmatched	False	False	False	0	0	0	0
214 Dewey St.	unmatched	False	False	False	0	0	0	0
214 Orchard Street	unmatched	False	False	False	0	0	0	0
214 South Woodlawn avenue	unmatched	False	False	False	0	0	0	0
2141 Hanna Street	unmatched	False	False	False	0	0	0	0
215 No. Washington	unmatched	False	False	False	0	0	0	0
215 South th street	unmatched	False	False	False	0	0	0	0
215 W. Muskingum St.	unmatched	False	False	False	0	0	0	0
2151 32nd avenue	unmatched	False	False	False	0	0	0	0
216 Fulton Street	unmatched	False	False	False	0	0	0	0
216 South First Street	unmatched	False	False	False	0	0	0	0
2166 Seeman sr.	unmatched	False	False	False	0	0	0	0
217 Baltimore	unmatched	False	False	False	0	0	0	0
217 N. Main St.	unmatched	False	False	False	0	0	0	0
217 Wells Ave.	unmatched	False	False	False	0	0	0	0
218 Gilmer St.	unmatched	False	False	False	0	0	0	0
219 Cooper Street	unmatched	False	False	False	0	0	0	0
219 Marberm Road	unmatched	False	False	False	0	0	0	0
219 Schermerhorn Street	unmatched	False	False	False	0	0	0	0
2191 Notre Dame Ave.	unmatched	False	False	False	0	0	0	0
22 Armory St.	unmatched	False	False	False	0	0	0	0
22 Clyde Lane	unmatched	False	False	False	0	0	0	0
22 South Linwood Street	unmatched	False	False	False	0	0	0	0
22 Tilt St. SW	unmatched	False	False	False	0	0	0	0
22 West Mapla Street	unmatched	False	False	False	0	0	0	0
220 Chris Ave.	unmatched	False	False	False	0	0	0	0
220 E. 3rd street	unmatched	False	False	False	0	0	0	0
2202 Duncan Street	unmatched	False	False	False	0	0	0	0
2207 L street	unmatched	False	False	False	0	0	0	0
221 Barber street	unmatched	False	False	False	0	0	0	0
221 Murphy	unmatched	False	False	False	0	0	0	0
2212 Hughes	unmatched	False	False	False	0	0	0	0
2213 Gnahn street	unmatched	False	False	False	0	0	0	0
2214 Jefferson St.	unmatched	False	False	False	0	0	0	0
2215 Eton Ridge	unmatched	False	False	False	0	0	0	0
2215 Tydd Street	unmatched	False	False	False	0	0	0	0
2218 Thome Street	unmatched	False	False	False	0	0	0	0
222 3rd st.	unmatched	False	False	False	0	0	0	0
222 N. Whitford	unmatched	False	False	False	0	0	0	0
2227 Avenue M	unmatched	False	False	False	0	0	0	0
2229 S. J.	unmatched	False	False	False	0	0	0	0
2237 Riverview street	unmatched	False	False	False	0	0	0	0
224 22nd street	unmatched	False	False	False	0	0	0	0
225 East 95th St. Apt SA	unmatched	False	False	False	0	0	0	0
225 Shafer Avenue	unmatched	False	False	False	0	0	0	0
225 South Winth Street	unmatched	False	False	False	0	0	0	0
225 W. Market St.	unmatched	False	False	False	0	0	0	0
2256 Highridge Terrace	unmatched	False	False	False	0	0	0	0
226 Patterson	unmatched	False	False	False	0	0	0	0
227 Patterson St.	unmatched	False	False	False	0	0	0	0
228 Sandmyer street	unmatched	False	False	False	0	0	0	0
2284 Telegraph Avenue	unmatched	False	False	False	0	0	0	0
229 East Ninth St.	unmatched	False	False	False	0	0	0	0
229 Randolph	unmatched	False	False	False	0	0	0	0
229 River street	unmatched	False	False	False	0	0	0	0
229 Third street northwest	unmatched	False	False	False	0	0	0	0
229 Twentythird street drive SE	unmatched	False	False	False	0	0	0	0
23 Charles St. Georgetown	unmatched	False	False	False	0	0	0	0
23 S. Hanna St.	unmatched	False	False	False	0	0	0	0
23 Willow Avenue	unmatched	False	False	False	0	0	0	0
230 Norris ct.	unmatched	False	False	False	0	0	0	0
230 S. Pennsylvania Ave.	unmatched	False	False	False	0	0	0	0
230 W. Main St.	unmatched	False	False	False	0	0	0	0
231 North 8th St.	unmatched	False	False	False	0	0	0	0
23105 Lowell St	unmatched	False	False	False	0	0	0	0
2311 R	unmatched	False	False	False	0	0	0	0
232 Hinds St.	unmatched	False	False	False	0	0	0	0
2326 21st avenue	unmatched	False	False	False	0	0	0	0
2326 North Washington boulevard	unmatched	False	False	False	0	0	0	0
2329 N. 13th St.	unmatched	False	False	False	0	0	0	0
233 Three Mile Drive	unmatched	False	False	False	0	0	0	0
2331 Broadway	unmatched	False	False	False	0	0	0	0
2339 Eighth St	unmatched	False	False	False	0	0	0	0
2341 East Atwood Drive	unmatched	False	False	False	0	0	0	0
2347 Grant Blvd.	unmatched	False	False	False	0	0	0	0
236	unmatched	False	False	True	0	0	0	0
237 Summer Street	unmatched	False	False	False	0	0	0	0
237 West Fourth street	unmatched	False	False	False	0	0	0	0
238 155th street	unmatched	False	False	False	0	0	0	0
238 Market St.	unmatched	False	False	False	0	0	0	0
24 East Sixtyelev enth Street	unmatched	False	False	False	0	0	0	0
24 Howest	unmatched	False	False	False	0	0	0	0
24 Park Avenue	unmatched	False	False	False	0	0	0	0
240 South 100 East	unmatched	False	False	False	0	0	0	0
240 South Main St	unmatched	False	False	False	0	0	0	0
2400 East Avenue	unmatched	False	False	False	0	0	0	0
2405 North Fourteenth Street	unmatched	False	False	False	0	0	0	0
2409 new Bomber Talbott avenue	unmatched	False	False	False	0	0	0	0
2411 1st street northwest	unmatched	False	False	False	0	0	0	0
2413 Heard Street	unmatched	False	False	False	0	0	0	0
242512 llth street	unmatched	False	False	False	0	0	0	0
244 Charm Ave.	unmatched	False	False	False	0	0	0	0
2442 DavisMonthan field	unmatched	False	False	False	0	0	0	0
2446 State Highway 8	unmatched	False	False	False	0	0	0	0
245 North Bishop avenue	unmatched	False	False	False	0	0	0	0
245 West Third St.	unmatched	False	False	False	0	0	0	0
2463A Moran Street	unmatched	False	False	False	0	0	0	0
24on.	unmatched	False	False	False	0	0	0	0
25 Danforth Avenue	unmatched	False	False	False	0	0	0	0
25 Linden St.	unmatched	False	False	False	0	0	0	0
250 Manitoba Avenue	unmatched	False	False	False	0	0	0	0
2501 Liberty Heights Ave.	unmatched	False	False	False	0	0	0	0
251 Delaware Ave.	unmatched	False	False	False	0	0	0	0
2517 Avenue Q	unmatched	False	False	False	0	0	0	0
252 Amherst Street	unmatched	False	False	False	0	0	0	0
2521 Charles Town Ave.	unmatched	False	False	False	0	0	0	0
253 Kennard street	unmatched	False	False	False	0	0	0	0
253A Walshs Road	unmatched	False	False	False	0	0	0	0
254 Elm street	unmatched	False	False	False	0	0	0	0
2589 Housley Road	unmatched	False	False	False	0	0	0	0
26 Emerson street	unmatched	False	False	False	0	0	0	0
26 Gould Avenue	unmatched	False	False	False	0	0	0	0
26 Rensselaer Avenue	unmatched	False	False	False	0	0	0	0
26 West Sixth Avenue	unmatched	False	False	False	0	0	0	0
260 St. Seventh St.	unmatched	False	False	False	0	0	0	0
2600 E. Geneseesy	unmatched	False	False	False	0	0	0	0
2603 Avenue V	unmatched	False	False	False	0	0	0	0
2608 D Street	unmatched	False	False	False	0	0	0	0
2619 Locust	unmatched	False	False	False	0	0	0	0
264 Garside street	unmatched	False	False	False	0	0	0	0
2645a Jackson	unmatched	False	False	False	0	0	0	0
2685 E. 115 St.	unmatched	False	False	False	0	0	0	0
27 Lamberton Street	unmatched	False	False	False	0	0	0	0
272 West Ninth St.	unmatched	False	False	False	0	0	0	0
2727 East Broadway	unmatched	False	False	False	0	0	0	0
2733 Chicago street	unmatched	False	False	False	0	0	0	0
2759 Durham Street Extension	unmatched	False	False	False	0	0	0	0
2768 Vnly Drive	unmatched	False	False	False	0	0	0	0
2773 Madison Ave	unmatched	False	False	False	0	0	0	0
279 Beaumont Street	unmatched	False	False	False	0	0	0	0
27th Ward	unmatched	False	False	False	0	0	0	0
28 East Curtis street	unmatched	False	False	False	0	0	0	0
28 Maple Street	unmatched	False	False	False	0	0	0	0
28 Trumbull St.	unmatched	False	False	False	0	0	0	0
28 Woodside Ave.	unmatched	False	False	False	0	0	0	0
28051 Schram avenue	unmatched	False	False	False	0	0	0	0
2808 Stein Blvd.	unmatched	False	False	False	0	0	0	0
281 North Carver street	unmatched	False	False	False	0	0	0	0
2812 Ninth avenue	unmatched	False	False	False	0	0	0	0
2812 Parker	unmatched	False	False	False	0	0	0	0
2815 Las Palmas	unmatched	False	False	False	0	0	0	0
2823 Ashby Avenue	unmatched	False	False	False	0	0	0	0
2830 Avenue	unmatched	False	False	False	0	0	0	0
2833 Avenue J	unmatched	False	False	False	0	0	0	0
28487 LoganHorns Mill Rd.	unmatched	False	False	False	0	0	0	0
285 Tabor Ave.	unmatched	False	False	False	0	0	0	0
287 Hammonds Lane	unmatched	False	False	False	0	0	0	0
287 Second St.	unmatched	False	False	False	0	0	0	0
287 South Twenty-fourth Street	unmatched	False	False	False	0	0	0	0
289	unmatched	False	False	False	0	0	0	0
29 Copley terrace	unmatched	False	False	False	0	0	0	0
29 Dixon sr.	unmatched	False	False	False	0	0	0	0
29 Gwyn Avenue	unmatched	False	False	False	0	0	0	0
29 Highway Road	unmatched	False	False	False	0	0	0	0
29 Lack st	unmatched	False	False	False	0	0	0	0
2908 Johnson St.	unmatched	False	False	False	0	0	0	0
2916 Tew Road	unmatched	False	False	False	0	0	0	0
292 Walnut street	unmatched	False	False	False	0	0	0	0
2953 Pennsylvania Ave.	unmatched	False	False	False	0	0	0	0
3 Katherine St.	unmatched	False	False	False	0	0	0	0
3 Phillips street	unmatched	False	False	False	0	0	0	0
3 Sunset Avenue	unmatched	False	False	False	0	0	0	0
3 West Liberty Street	unmatched	False	False	False	0	0	0	0
30 Columbia Ave.	unmatched	False	False	False	0	0	0	0
300 Curtis St.	unmatched	False	False	False	0	0	0	0
300 Peck St.	unmatched	False	False	False	0	0	0	0
301 B street northeast	unmatched	False	False	False	0	0	0	0
301 North Poplar Street	unmatched	False	False	False	0	0	0	0
3018 College Avenue	unmatched	False	False	False	0	0	0	0
302 Cape Hetteras	unmatched	False	False	False	0	0	0	0
302 Parkway St.	unmatched	False	False	False	0	0	0	0
302 West Market Street	unmatched	False	False	False	0	0	0	0
3025 Dickson Drive	unmatched	False	False	False	0	0	0	0
3026 Central Ave.	unmatched	False	False	False	0	0	0	0
303 North Franklin Street	unmatched	False	False	False	0	0	0	0
303 Purvis Lane	unmatched	False	False	False	0	0	0	0
303 Westminster Ave	unmatched	False	False	False	0	0	0	0
3031 Hardesty Avenue	unmatched	False	False	False	0	0	0	0
3031 Summit St	unmatched	False	False	False	0	0	0	0
3035 Drexel Ave.	unmatched	False	False	False	0	0	0	0
304 Ohio av	unmatched	False	False	False	0	0	0	0
304 Stewart White Road	unmatched	False	False	False	0	0	0	0
3044 Vineland Tr.	unmatched	False	False	False	0	0	0	0
3049 Erie St.	unmatched	False	False	False	0	0	0	0
3049 Wall Avenue	unmatched	False	False	False	0	0	0	0
305 W. South St.	unmatched	False	False	False	0	0	0	0
306 E. Monroe	unmatched	False	False	False	0	0	0	0
306 Steath Street	unmatched	False	False	False	0	0	0	0
306 Warlson street	unmatched	False	False	False	0	0	0	0
307 Blanton St.	unmatched	False	False	False	0	0	0	0
307 N. Indiana Aves	unmatched	False	False	False	0	0	0	0
307 West Seventh Street	unmatched	False	False	False	0	0	0	0
308 N. Prospect Ave.	unmatched	False	False	False	0	0	0	0
308 South West	unmatched	False	False	False	0	0	0	0
3088 Leond St	unmatched	False	False	False	0	0	0	0
309 Sherman	unmatched	False	False	False	0	0	0	0
309 Sixth street SE	unmatched	False	False	False	0	0	0	0
31 Albert Street	unmatched	False	False	False	0	0	0	0
31 East Street	unmatched	False	False	False	0	0	0	0
31 Timmerman St.	unmatched	False	False	False	0	0	0	0
31 miles north of here	unmatched	False	False	False	0	0	0	0
3101 Selden Ave.	unmatched	False	False	False	0	0	0	0
311 Linden Avenue	unmatched	False	False	False	0	0	0	0
311 South Easy St.	unmatched	False	False	False	0	0	0	0
3112 Ruby Ave.	unmatched	False	False	False	0	0	0	0
3113 Davis Ave.	unmatched	False	False	False	0	0	0	0
3118 Potawatomi Rd.	unmatched	False	False	False	0	0	0	0
312 Calif.	unmatched	False	False	False	0	0	0	0
312 Handley Blvd.	unmatched	False	False	False	0	0	0	0
312 W. 9th St.	unmatched	False	False	False	0	0	0	0
313 8th Street	unmatched	False	False	False	0	0	0	0
313 South Royal street	unmatched	False	False	False	0	0	0	0
314 Rivera Drive	unmatched	False	False	False	0	0	0	0
314 Wordsworth Avenue	unmatched	False	False	False	0	0	0	0
3145 E. Broadway	unmatched	False	False	False	0	0	0	0
315 N. Providence Road	unmatched	False	False	False	0	0	0	0
315 S. Elmer Ave.	unmatched	False	False	False	0	0	0	0
315 South Iowa Avenue	unmatched	False	False	False	0	0	0	0
315 West Main street	unmatched	False	False	False	0	0	0	0
316 Patton street	unmatched	False	False	False	0	0	0	0
316 Ramsey street	unmatched	False	False	False	0	0	0	0
316 S. 17th St.	unmatched	False	False	False	0	0	0	0
316 South Chester street	unmatched	False	False	False	0	0	0	0
316 Van Buren street	unmatched	False	False	False	0	0	0	0
317 Adams St.	unmatched	False	False	False	0	0	0	0
317 South Yates street	unmatched	False	False	False	0	0	0	0
318 E. Irvin Aye	unmatched	False	False	False	0	0	0	0
318 southeast Seventh street	unmatched	False	False	False	0	0	0	0
319 Stonycreek St.	unmatched	False	False	False	0	0	0	0
319 Wagner St.	unmatched	False	False	False	0	0	0	0
319 Washington street	unmatched	False	False	False	0	0	0	0
31B North St.	unmatched	False	False	False	0	0	0	0
32 Hamel Avenue	unmatched	False	False	False	0	0	0	0
320 E. San Miguel St.	unmatched	False	False	False	0	0	0	0
320 West Walnut Street	unmatched	False	False	False	0	0	0	0
3208 N suth St.	unmatched	False	False	False	0	0	0	0
3209 Elyria Avenue	unmatched	False	False	False	0	0	0	0
321 2nd NE	unmatched	False	False	False	0	0	0	0
322 East St.	unmatched	False	False	False	0	0	0	0
3224 East Broadway	unmatched	False	False	False	0	0	0	0
323 North Grand	unmatched	False	False	False	0	0	0	0
324 Sixth Street Northwest	unmatched	False	False	False	0	0	0	0
326 Aragon Boulevard	unmatched	False	False	False	0	0	0	0
326 East Mound street	unmatched	False	False	False	0	0	0	0
327 West Oak Street	unmatched	False	False	False	0	0	0	0
328 North Elm Street	unmatched	False	False	False	0	0	0	0
329 West 14th St	unmatched	False	False	False	0	0	0	0
33 Buckeye Ave.	unmatched	False	False	False	0	0	0	0
33 High street	unmatched	False	False	False	0	0	0	0
33 Richmond	unmatched	False	False	False	0	0	0	0
3305 Alamance Road	unmatched	False	False	False	0	0	0	0
3325 Monterey road	unmatched	False	False	False	0	0	0	0
333 William St.	unmatched	False	False	False	0	0	0	0
3332 A Street	unmatched	False	False	False	0	0	0	0
334 Third Street	unmatched	False	False	False	0	0	0	0
335 State St.	unmatched	False	False	False	0	0	0	0
336 Frederick street	unmatched	False	False	False	0	0	0	0
336 N. Seton Ave.	unmatched	False	False	False	0	0	0	0
339 W. Washington St.	unmatched	False	False	False	0	0	0	0
34 Easton Street	unmatched	False	False	False	0	0	0	0
34 Lovell St.	unmatched	False	False	False	0	0	0	0
342 Marietta Ave	unmatched	False	False	False	0	0	0	0
3421 Henry Street	unmatched	False	False	False	0	0	0	0
343 E. 116th St.	unmatched	False	False	False	0	0	0	0
3437 Pine	unmatched	False	False	False	0	0	0	0
346 Orient Ave.	unmatched	False	False	False	0	0	0	0
3481 East Broadway	unmatched	False	False	False	0	0	0	0
34th and Chestnut streets	unmatched	False	False	False	0	0	0	0
35 W. Conkling Ave.	unmatched	False	False	False	0	0	0	0
3501 Hawthorne La.	unmatched	False	False	False	0	0	0	0
352 Barnandoah Ave.	unmatched	False	False	False	0	0	0	0
354 Oak Road	unmatched	False	False	False	0	0	0	0
3549 Connecticut avenue	unmatched	False	False	False	0	0	0	0
355 East Jessamine Street	unmatched	False	False	False	0	0	0	0
3575 Norwood St.	unmatched	False	False	False	0	0	0	0
359 Forest	unmatched	False	False	False	0	0	0	0
360 Lakeside Road	unmatched	False	False	False	0	0	0	0
360 Wellington Crescent	unmatched	False	False	False	0	0	0	0
3619 Horn street	unmatched	False	False	False	0	0	0	0
3640 8. Howne street	unmatched	False	False	False	0	0	0	0
367 Smith Avenue	unmatched	False	False	False	0	0	0	0
3701 10th Ave.	unmatched	False	False	False	0	0	0	0
3725 Sherrills Ford Road	unmatched	False	False	False	0	0	0	0
374 S. Third St.	unmatched	False	False	False	0	0	0	0
38 Cleveland Ave	unmatched	False	False	False	0	0	0	0
38 Garfield Ave	unmatched	False	False	False	0	0	0	0
38 Ryverdale Road	unmatched	False	False	False	0	0	0	0
3807 Lexington	unmatched	False	False	False	0	0	0	0
381 East 3rd South	unmatched	False	False	False	0	0	0	0
382 Walnut Street	unmatched	False	False	False	0	0	0	0
